city,white,hispanic_latino,african_american,american_indian,asian,pacific_islander,other_race,two_or_more_races
Lake Tanglewood TX,91.5,5.1,0.1,0.1,2.2,0,0,0.9
Point Blank TX,89.3,4.9,4.4,0,0,0,0,1.4
La Grulla TX,0,100,0,0,0,0,0,0
Leary TX,92.3,0,4.8,1.3,0,0,0.7,0.9
Redwater TX,95.2,1.3,2.5,0,0,0,0,1.1
Pasadena TX,27.1,67.7,2.4,0.1,1.8,0,0.2,0.7
Pearland TX,44.7,21.7,17.5,0.2,13.4,0,0.2,2.2
South Houston TX,7.9,89.4,1.2,0.2,0.8,0,0,0.5
Stafford TX,22.7,22.7,31.6,0,19.6,0,0.4,3.1
Goree TX,31.5,52.9,14.5,0,1.2,0,0,0
Oakwood TX,74.7,2.1,21.8,0,0.2,0,0,1.2
Pantego TX,80.7,10.9,1.8,0.2,4.4,0,0.4,1.6
Pelican Bay TX,84,12.1,1.5,0.5,0.2,0,0,1.8
White Settlement TX,61.3,26.7,6.1,0.8,3.4,0,0,1.7
Ector TX,90.8,1.6,0.4,1.5,4,0.7,0,1
Leonard TX,86.5,7.3,4.1,0.4,0,0,0.1,1.6
Moore Station TX,2.4,0.3,97.3,0,0,0,0,0
Tool TX,81,10.6,4.1,2.1,0,0,0,2.3
Cuero TX,37.5,45.2,17.1,0,0,0,0,0.2
Yorktown TX,56.2,40,3.7,0,0,0,0,0.2
Anthony TX,11,82,4.2,1.4,0.6,0,0,0.8
Clint TX,9.8,89.3,0,0,0.9,0,0,0
Vinton TX,2.8,96.9,0.2,0,0,0,0,0
Blue Mound TX,32.4,65.1,1.4,0,0.3,0,0,0.8
Flower Mound TX,74,9.2,4,0.3,9.7,0,0.3,2.5
Lakeside TX,87.1,8.6,1.7,0,0.2,0,0,2.3
Newark TX,64.1,32.4,0.9,0,0.1,0,0,2.5
North Richland Hills TX,69.4,17.3,5.5,0.4,4.3,0.7,0.2,2.2
Kendleton TX,2.8,8.6,87.9,0,0,0,0,0.8
Newton TX,66,6.9,23,0.2,0.5,0,0,3.4
Anton TX,37.6,58.1,3.5,0.6,0,0,0,0.2
Normangee TX,69.2,7.7,21.6,0.7,0,0,0,0.9
Blanco TX,64.9,31,0,0,1.6,0,0,2.5
Johnson City TX,74.6,24.7,0.1,0,0.3,0,0,0.4
Woodbranch TX,78.8,11.7,1.6,0.1,1.4,0,0,6.4
Atlanta TX,63,5.5,29.4,0,0,0,0,2.2
Texarkana TX,51.4,8.3,35.5,0.6,1.6,0,0,2.6
Deer Park TX,63.2,32.2,1.3,0.2,1.7,0,0,1.5
Jacinto City TX,9,86.5,4.1,0.2,0.1,0,0,0.1
Morgan's Point TX,63.1,22.5,10.5,0,0,0,0,3.9
Seabrook TX,73.8,18.5,4,0,1.9,0,0.2,1.6
Kurten TX,52.2,38.9,4.6,0,0,0,0,4.3
Jarrell TX,63.6,34.6,1.6,0,0,0,0,0.3
Salado TX,83.4,12.9,2.3,0.2,1.1,0,0,0.2
Wimberley TX,84.9,13,0,0.2,0.3,0,0.8,0.7
Hideaway TX,96.7,1.8,0,0,0.8,0,0,0.6
Cashion Community TX,94.1,4.3,0,0,0.9,0,0,0.6
Brazos Country TX,93.7,2.9,0.8,0,2.3,0,0,0.3
Rollingwood TX,88.2,5.6,0,0,2.3,0,0,3.9
Miller's Cove TX,26.1,73.9,0,0,0,0,0,0
Olton TX,20.4,78.5,0.6,0,0,0,0,0.4
Springlake TX,44.2,54.7,1.1,0,0,0,0,0
Groesbeck TX,61.8,19.7,15.9,0.6,1.1,0,0.6,0.2
Thornton TX,91.7,3.7,2.9,0,0.4,0,0,1.4
Higgins TX,79.5,12.7,0,1.8,1.2,0,0,4.9
Dimmitt TX,24.9,72.1,0.9,0.1,1.8,0,0.1,0.2
Ennis TX,41,44,12.8,0.1,0.3,0,0,1.6
Garrison TX,47.9,11.8,31.1,0.3,3.7,0,0,5.4
Tyler TX,48.7,22.3,24.6,0.2,2.3,0.2,0.1,1.4
Cedar Park TX,65.2,19,3,0.2,8.9,0.1,0.5,3
Sunset Valley TX,54.3,25.9,0,0,16.6,0,0,3.1
Falfurrias TX,5.2,94.5,0.1,0,0,0,0,0.1
Iredell TX,78.8,20.7,0,0,0,0,0,0.5
Sudan TX,52,46.2,0.4,0.2,0,0,0,1.2
Darrouzett TX,82.7,12.1,0,2.4,1.2,0,0,1.7
Manvel TX,49,28.9,17.7,0,2.2,0,0,2.2
Sealy TX,45,44.4,8.3,0,0,0,0,2.3
Danbury TX,76.8,20.9,0.9,0,1.1,0,0,0.3
Lake Jackson TX,61.5,29.1,4.7,0.1,2.9,0,0.2,1.4
Richwood TX,50.2,44.2,0.6,2.6,0.7,0,0,1.7
Elsa TX,0.7,99.3,0,0,0,0,0,0
Junction TX,65.9,32.2,0,0.8,0,0,0.6,0.5
Kingsville TX,18.6,73.9,4,0.2,2.2,0,0.2,1
College Station TX,65.4,14.8,8,0.2,9.8,0,0.2,1.7
Alton TX,2.6,97.3,0,0.1,0,0,0,0
Hidalgo TX,0.8,99.2,0,0,0,0,0,0
Mission TX,9.5,88.6,0.1,0,1.7,0,0,0.1
Palmhurst TX,13,80.8,3,0,3.3,0,0,0
Sullivan City TX,1.5,98.5,0,0,0,0,0,0
Bertram TX,73.3,20.4,1.1,1.7,0,0,0,3.5
Highland Haven TX,91.2,2.4,0,3.7,0,0,0,2.7
Gregory TX,9.8,86.4,0.1,0,2.5,0,0,1.2
Mathis TX,7.1,92,0.8,0,0.2,0,0,0
Wills Point TX,80.2,8.9,10.4,0.5,0,0,0,0
Winona TX,46.6,42.6,6.8,0,0,0,0,3.9
Austin TX,48.6,34.5,7.3,0.2,6.9,0,0.2,2.3
Carl's Corner TX,50,49.4,0.6,0,0,0,0,0
Pleak TX,36.6,56.5,4.8,0,1.6,0.3,0,0.2
Beach City TX,87.5,9.1,3.3,0,0,0,0,0.2
Oak Ridge North TX,85.6,9.3,2.2,0,1.8,0.4,0,0.7
Stagecoach TX,89.4,6.8,0,1.7,0.2,1,0,1
Lytle TX,40.2,58.7,0,0.1,0,0,0,1
Marietta TX,100,0,0,0,0,0,0,0
Hillcrest TX,82.5,15.8,0,0.6,0.2,0,0,0.8
San Juan TX,2.6,97.3,0,0,0,0,0,0
Weslaco TX,11,87.7,0.2,0,1.1,0,0,0
Burnet TX,64.4,27.5,2.1,1,0.5,0,0,4.5
Oglesby TX,76.7,13.2,0.3,0,0,0,0,9.8
Cresson TX,81,14.7,1.3,0.8,0.4,0,1,0.8
deCordova TX,94.2,4.2,0,1.6,0,0,0,0
Gun Barrel City TX,91.2,6.5,1.1,0,0,0,0,1.1
Wellman TX,62.8,31.6,2.6,0,0,0,0,3
Lometa TX,43,53.2,2.3,0,1.4,0,0,0
Cottonwood Shores TX,65.8,23.4,6,0,1.7,0,0,3
Meadowlakes TX,94.1,4.3,0,1.2,0,0,0,0.3
Brownsboro TX,77.1,13.9,5.2,1.8,0,0,0,1.9
Malakoff TX,52.8,11.3,33.6,0,0,1,0.2,1.1
Star Harbor TX,92.8,2,0,1.4,0,0,0,3.8
Yoakum TX,32.1,53.9,11.4,0,0,0,0,2.6
Texas City TX,41.3,29.9,25.6,0.1,0.5,0.2,0.1,2.4
Decatur TX,70.7,24.4,0.9,0,1.2,0,0,2.7
Wallis TX,53.5,33.9,11.5,0,0,0,0.2,0.9
Alvin TX,59.3,36.4,2.3,0.1,1.4,0,0,0.5
Brownfield TX,36.1,57.2,6,0.2,0,0,0,0.5
Beasley TX,38.5,58.3,3.1,0,0,0,0,0
Kountze TX,66,16.3,15.6,0,1.2,0,0,1
Eustace TX,81,10.7,8,0,0,0,0,0.3
Murchison TX,82.2,15.1,2.7,0,0,0,0,0
Webberville TX,34.7,61.8,3.4,0,0,0,0,0
East Bernard TX,65.3,33.8,0.9,0,0,0,0,0
Meadows Place TX,46.3,20.8,6.6,0,23.5,0,0.5,2.4
Combes TX,11.3,88.7,0,0,0,0,0,0
Laguna Vista TX,54.4,43.1,0.6,0,1.4,0,0,0.4
Cleveland TX,45.8,31.3,21.7,0,0.2,0,0,1
Bells TX,81.4,8,2.2,5.5,0.2,0,0,2.8
Collinsville TX,88.3,9.9,0,0.8,0,0.3,0,0.8
Denison TX,76.4,9.6,8.1,1.7,1.2,0,0.1,2.8
Howe TX,82.3,9.8,0,0.8,6.8,0,0,0.3
Tom Bean TX,87.5,7.1,1.2,0,0.5,0.4,0,3.3
Ransom Canyon TX,89.6,8.7,0,0,1.4,0,0,0.2
Wolfforth TX,73.5,24.2,1.1,0,0.4,0,0,0.8
Anna TX,71.6,13.9,7.9,0.7,4.2,0,0,1.7
Farmersville TX,77.6,6.1,12.9,0.2,0.8,0.4,0,1.9
Lowry Crossing TX,87.1,8.7,2.7,0.8,0,0,0.4,0.3
Retreat TX,70.2,22.1,7.7,0,0,0,0,0
Barry TX,79.5,17.5,3,0,0,0,0,0
Dawson TX,70.7,21,5.7,1.5,0,0,0,1
Goodlow TX,11.4,1.1,85.2,0,0,0,0,2.3
Miles TX,56.8,43,0,0,0,0,0,0.2
Winters TX,47.2,49.6,1.4,1.3,0,0,0.2,0.4
Tenaha TX,28.2,22.6,47.5,0,0,0,0,1.7
Timpson TX,40.4,11.5,46.6,0,0.6,0,0,0.9
Grandfalls TX,44.6,55.4,0,0,0,0,0,0
Wickett TX,64.4,30.5,0.6,3.2,0,0,0,1.3
Holliday TX,89.2,8.3,0,0,1.9,0,0,0.6
Pecan Gap TX,93.1,0,3.8,0,0,0,0,3.1
Lampasas TX,65.2,27.3,3.3,0,1.7,1.1,0,1.4
Stanton TX,42.5,55.7,1.2,0.6,0,0,0,0
Jolly TX,94.3,2.1,0,0,0,0,0,3.6
Weinert TX,85.8,13.4,0,0,0,0,0,0.8
Laredo TX,3.5,95.4,0.3,0.1,0.5,0,0.1,0.1
Richland Springs TX,86,14,0,0,0,0,0,0
Kress TX,22.5,69.2,5,0,1.1,0,1.3,0.9
Merkel TX,82.8,15.9,1,0,0.3,0,0,0.1
Denver City TX,24.8,74.4,0,0.3,0,0,0,0.6
Gonzales TX,34.8,53.8,10.9,0.2,0,0,0,0.3
Nixon TX,15.1,83.3,1.4,0,0,0.2,0,0
Smiley TX,40.3,55.8,1.1,0,0,0,0,2.8
Roaring Springs TX,87.6,3.8,0,0,0,0,0,8.5
Colorado City TX,52,43.9,3.2,0.3,0.4,0,0,0.2
Benbrook TX,78.1,11.7,6.3,0.1,1.7,0,0,2.1
Fort Worth TX,40.2,34.8,18.4,0.2,3.8,0.1,0.2,2.3
Hico TX,82.1,15.5,1.1,1,0.3,0,0,0
Forsan TX,69.7,27.8,0,0,0,0,0,2.5
Easton TX,8,29.8,62.2,0,0,0,0,0
Mansfield TX,59.8,16.4,16.5,0.2,4.4,0.1,0.3,2.4
Aransas Pass TX,46.6,49,2.4,0.6,0.8,0,0,0.7
New Summerfield TX,17.8,80.7,0.8,0.4,0,0,0,0.2
Streetman TX,70.5,24.1,5.4,0,0,0,0,0
Valentine TX,58.1,41.9,0,0,0,0,0,0
Roby TX,48.7,44.2,5.8,0,0.6,0.6,0,0
Lakeport TX,24.9,32.2,42,0.3,0,0,0,0.6
Crowell TX,81.3,17.8,0.9,0,0,0,0,0
Cuney TX,23.1,17.9,33.3,0,0,0,0,25.6
Terrell Hills TX,76.2,20.7,0.9,0,1,0,0,1.2
Live Oak TX,48.1,31.7,12.4,0,3.9,0,0.2,3.8
Canyon TX,75.5,19.1,3.2,0.1,0.5,0,0,1.6
Universal City TX,51.2,32.2,11.3,0,2.2,0.8,0,2.4
Morton TX,25.9,70,2.1,0,0,0,0,2
Novice TX,83.3,8.3,0,0,0,0,0,8.3
Shepherd TX,68.7,14,15.4,0,0.1,0,0,1.8
Arlington TX,40.1,28.9,21.4,0.3,6.8,0.1,0.2,2.2
Keller TX,80.6,9.2,1.4,0.3,5.4,0,0.1,2.9
River Oaks TX,48.6,48.4,1.3,0,0.6,0,0.2,0.9
Saginaw TX,68.8,22.2,4.8,0.3,2.8,0.1,0,0.9
Southlake TX,79.1,5.9,2.6,0.5,10.2,0,0.1,1.8
Kenefick TX,92,8,0,0,0,0,0,0
South Padre Island TX,69.2,30.8,0,0,0,0,0,0
Blue Ridge TX,79.4,17.7,0,0.4,0,0,1.7,0.8
McKinney TX,61.4,18.4,11.4,0.3,6.1,0,0.3,2.1
Mobeetie TX,92.3,3.8,0,0,1,0,0,2.9
Niederwald TX,38.4,51.3,8,0.2,1.2,0,0,1
Westworth Village TX,65.6,29.1,0.8,0.1,2.1,0,0,2.3
Aurora TX,77.6,19.6,0,0,1.9,0,0,0.9
Scurry TX,85.2,4.1,2.6,0.7,0,0,0,7.3
Quitaque TX,41.6,50.7,3,0,0,1.9,0,2.7
South Mountain TX,80.8,17.9,0,1.1,0.3,0,0,0
Garden Ridge TX,67.9,17.5,8.9,0.3,3.2,0.4,0,1.8
Mertens TX,96.6,3.4,0,0,0,0,0,0
Mount Calm TX,28.9,59.9,11.2,0,0,0,0,0
Whitney TX,76.3,15.6,6.9,0,0,0,0,1.2
Mason TX,59.6,33.2,0,0.6,4.4,0,0,2.1
Rankin TX,64.6,29.8,5.4,0.2,0,0,0,0
Lakeside City TX,87.1,4.9,0,0,0,0,0,8
Cooper TX,68.9,9.5,18.9,0.1,1.2,0,0.1,1.4
Alamo TX,12.7,87.1,0.2,0,0,0,0,0
Edinburg TX,7.1,89.1,1.2,0.1,2.3,0,0,0.2
Littlefield TX,36.6,54.8,6.5,0.5,0.7,0,0,0.9
Kosse TX,56.3,25.7,8.2,4.7,0.6,0,0,4.5
Mexia TX,34.2,30.4,33.7,0,0.2,0,0.3,1.1
San Angelo TX,50.9,41.7,4.6,0.2,1.2,0,0.1,1.3
Millican TX,69.9,18.6,11.5,0,0,0,0,0
De Kalb TX,68,8.4,15.4,2.4,2.9,0,0,2.9
Maud TX,92.7,0,1.8,0,0,0,0,5.5
Port Aransas TX,91.7,3.5,0.6,1.2,1.9,0,0,1.1
Three Rivers TX,39.8,55.9,0.8,0,3.6,0,0,0
Roman Forest TX,76.2,8.4,9.6,0,1.4,0,0.6,3.8
Shenandoah TX,86.6,5,3.5,0,3.5,0,0.5,0.8
Pampa TX,62.8,31.4,2.7,0.8,0.4,0.1,0,1.7
Wilmer TX,17.3,59.8,20.8,0,0.5,0,0,1.6
Angleton TX,56.3,27.4,12.3,0.2,0.7,0,0.5,2.7
Roxton TX,83.8,3.4,9.5,0,0,0,0,3.4
Duncanville TX,25.4,37.5,35.4,0,0.7,0.1,0.1,0.8
Wylie TX,58.8,19.6,12.8,0.3,5.6,0,0.7,2.3
La Porte TX,58.5,33.2,4.5,0.2,1.1,0,0,2.5
Taylor Lake Village TX,83.9,10.8,3.9,0,0.7,0,0,0.8
Savoy TX,89,4.7,0.9,0.8,0,0,0,4.6
El Paso TX,13.4,80.8,3.4,0.3,1.2,0.1,0.1,0.9
San Felipe TX,46.7,18.1,31.7,0,0,0,0,3.6
Needville TX,57.4,24.6,15.9,0.2,0.8,0,0,1
Horizon City TX,7.3,90.5,0.6,0.1,1.2,0,0,0.3
Lake Worth TX,65.6,32.5,1.2,0.2,0,0,0,0.5
Webster TX,41.4,38.2,15.5,0,3.6,0,0.1,1.2
Houston TX,24.9,44.5,22.4,0.1,6.6,0,0.2,1.2
San Marcos TX,48.7,41.8,5.2,0.2,1.9,0,0.1,2.1
Vernon TX,53.7,32.6,9.2,0.7,1,0,0.1,2.7
Lucas TX,80.8,10.8,2.5,0.5,3.5,0,0,1.8
Fair Oaks Ranch TX,77.6,16.6,1.9,0.1,1,0,0,2.7
Fayetteville TX,88.5,5.3,3.3,2.9,0,0,0,0
Channing TX,79.1,17.6,0.4,0,0,0,0,2.9
Tye TX,72.9,21.2,1,0,0,3.9,0,1
Goodrich TX,24.3,43.6,28.7,0,0,0,0,3.5
Bellevue TX,84.6,1.6,0,5.9,0,0,0,7.8
Dumas TX,37.4,50.7,1.9,0.4,8.5,0,0,1.1
Cove TX,93.1,6,0,0,0,0,0,0.9
Ropesville TX,28.2,68.7,2.3,0.3,0,0,0,0.5
Friendswood TX,73.8,14.6,2.5,0.5,6.8,0,0,1.8
Talco TX,53.8,30.2,14.5,0.5,0.8,0,0,0.2
Pecan Hill TX,82.8,16.4,0.8,0,0,0,0,0
Archer City TX,86,9.7,4.1,0,0.2,0,0,0
Maypearl TX,74.3,14.6,4.7,0,6.1,0,0,0.4
Oak Leaf TX,64,12.2,21.8,0.1,1,0,0,1
West Tawakoni TX,84.7,11.5,0,1.8,0.6,0,0,1.4
Celina TX,73.9,21.6,2.2,0,0.9,0,0,1.5
Volente TX,77,18.8,0,0,2.1,0,0,2
DISH TX,88.8,10.5,0,0,0,0,0.7,0
Lockhart TX,35.3,54.9,6.1,0.3,2.8,0.1,0,0.5
Lago Vista TX,84.6,10.6,2.5,0.6,1,0,0,0.7
Leander TX,64.3,25.2,4.4,0.1,2.8,0,0.1,3.2
Sadler TX,93.4,3.4,0,0.4,0,0.2,0,2.7
Daisetta TX,92.6,5.7,0.2,0.6,0,0,0,0.8
Dayton Lakes TX,87.1,12.9,0,0,0,0,0,0
Devers TX,64.8,21.8,10.7,0,0,0,0,2.7
Sherman TX,62.6,21,10,0.8,2.2,0,0,3.3
Buffalo Springs TX,82.6,17,0.4,0,0,0,0,0
Josephine TX,77.1,15.5,5.8,0,0.5,0,0,1.1
Melissa TX,73.4,11.7,8.4,0,5.5,0,0,1
Plano TX,54.9,14.5,8.1,0.3,19.3,0.1,0.3,2.5
Sweetwater TX,49.4,41.8,6.7,0.5,0.3,0,0,1.3
Morgan's Point Resort TX,81.1,15.6,0.9,0,0,0,0,2.4
Rogers TX,62.5,31.9,4,0,0,0,0,1.7
Keene TX,40.3,32,8.1,0.7,4.4,6.8,0.9,6.8
Rio Vista TX,88.3,11.6,0,0.1,0,0,0,0
Blooming Grove TX,87.7,5.2,4.4,0.3,0,0,1.3,1.1
Mustang TX,0,0,0,0,0,0,0,0
Mobile City TX,19.5,77.2,3.3,0,0,0,0,0
Ballinger TX,61.1,34.5,2.4,0,0,0,0,2.1
Seymour TX,81.9,12.2,4.2,0,0,0,0,1.7
Fort Stockton TX,22.2,73.9,2.6,0.2,0.4,0.1,0.2,0.4
Palmview TX,2.5,97.5,0,0,0,0,0,0
Progreso TX,1.1,98.9,0,0,0,0,0,0
Marble Falls TX,55,38.6,4.6,0,1.7,0,0,0
Ravenna TX,75.8,0,0,0.7,6,3.4,0,14.1
Caney City TX,69.3,1.3,22.9,0,0,0,0,6.5
Chandler TX,78.4,3.7,15.3,0,1.5,0,0,1.1
Jayton TX,73.7,24.7,0.9,0.7,0,0,0,0
Midway TX,84.6,8.9,3.4,0,0,0,0,3.1
Toco TX,8.1,6.8,85.1,0,0,0,0,0
George West TX,40.9,57.9,0.7,0,0,0,0,0.4
Edna TX,44.8,36.7,16.6,0,0.6,0.2,0,1.1
Ganado TX,43.2,49.1,4.7,0,0.5,0,0,2.5
Lake Bridgeport TX,81.5,17.1,0,0,0,0,0,1.4
New Fairview TX,65.9,25.1,0,0.3,0.7,0.2,0,7.8
Georgetown TX,73.6,20.1,3.5,0.1,0.9,0.1,0,1.6
Hutto TX,49.3,32.2,13.7,0.2,2.2,0,0,2.4
Alamo Heights TX,74.8,19.5,2.1,0,0.8,0,0,2.9
Leakey TX,69.6,30.4,0,0,0,0,0,0
Shavano Park TX,69,22.1,1.1,0.2,6,0,0.1,1.4
Overton TX,74.2,12.4,12.4,0.2,0.1,0,0,0.8
Rio Grande City TX,0.7,99.1,0.1,0,0,0,0,0
Hamlin TX,64.7,19.3,12.6,0,0,0,0,3.3
Odessa TX,35.8,55.8,4.9,0.2,1.6,0,0.2,1.5
Petersburg TX,34.2,63.1,1.3,0,0.8,0.6,0,0
Annetta TX,90.6,6.6,0.2,1.9,0,0,0,0.7
Sanctuary TX,92.4,5.3,2,0.3,0,0,0,0
Dickens TX,77.8,21.5,0.7,0,0,0,0,0
Henrietta TX,94.1,2.3,0.5,0.5,0.2,0,0,2.5
O'Brien TX,68,25,0,0,0,0,5,2
Point TX,80,10.8,3.9,2.6,0.8,0,0,1.9
New Waverly TX,46.5,6.2,45.3,0,1.3,0,0,0.7
Big Lake TX,23.2,75.6,0.8,0,0,0,0,0.3
Eldorado TX,34.3,65,0.4,0,0.2,0,0,0.1
Mineral Wells TX,65.3,27.5,4.7,0.4,1.1,0.1,0,0.9
Alpine TX,51.2,46.5,0.1,0,1.4,0,0,0.8
Edmonson TX,21.2,78.8,0,0,0,0,0,0
Chillicothe TX,56.7,38.5,4.6,0,0,0,0,0.2
Tuscola TX,83.5,15.7,0,0,0,0,0,0.9
Seagraves TX,14.8,82,3.3,0,0,0,0,0
Seminole TX,49.8,44.2,3.8,0.3,1.2,0.1,0.4,0.1
Waelder TX,4.6,84.2,10.6,0,0.6,0,0,0
Matador TX,70,21.3,5.7,0,0,0,1.6,1.5
Thrall TX,49.7,45,4.5,0,0,0,0,0.8
Camp Wood TX,66.1,33.9,0,0,0,0,0,0
Hill Country Village TX,79.4,15.9,0.4,0,3.5,0,0,0.8
Kirby TX,35.9,48.2,13.1,0.2,1.3,0,0,1.2
Santa Anna TX,71.9,17.2,10.4,0.3,0,0,0,0.2
Haltom City TX,39.1,44.7,5.6,0.2,8.5,0.3,0.1,1.5
Balcones Heights TX,15.3,76.9,6.7,1.2,0,0,0,0
Castle Hills TX,57.1,40.6,0.9,0,1.1,0,0,0.2
Grey Forest TX,71.5,17.6,0,0,2.6,0,0,8.4
Windcrest TX,56,29,6.6,0.2,5.8,0,0.4,2
Coldspring TX,77.2,5.8,14.8,0,0,0,0,2.2
New Boston TX,66.9,3.5,21.3,0.5,1.8,0.3,0,5.7
El Lago TX,81.3,11,0.7,0.9,2.4,0,0.9,2.9
Rio Hondo TX,12.8,86.6,0.6,0,0,0,0,0
Olney TX,76.6,18.3,0.6,0.2,0.1,0,0,4.3
Primera TX,5.6,93.1,1.2,0,0,0,0,0
Rancho Viejo TX,34.8,54.8,0,0,9.8,0,0,0.5
Liberty TX,66.1,20.3,12.6,0.9,0,0,0,0.1
Plum Grove TX,82.3,15.4,0,0,0,0,0,2.3
Gunter TX,68.2,29.1,1.3,0,0,0,0,1.3
Big Sandy TX,66.7,4.2,27.3,0,0,0,0,1.8
Nevada TX,78.1,18.4,1.9,0.4,0.4,0,0.3,0.6
Princeton TX,60.1,23.7,13.6,0.2,1.4,0,0.1,0.9
Nacogdoches TX,49.8,18.2,27.2,0.1,2.6,0,0,2.1
Sterling City TX,51.8,46.1,0.3,0,0,0,0,1.8
Kerrville TX,67.1,27.3,2.7,0.1,1.2,0.1,0,1.5
Corinth TX,72,15.9,5.9,0.1,2.5,0,0,3.6
Denton TX,59.6,24.1,9.4,0.4,4.2,0.1,0.1,2.3
Hebron TX,65.6,10.8,8.5,0.2,14.2,0,0,0.6
Hickory Creek TX,85.4,4.9,1.3,0,6.3,0,0.3,1.7
Krugerville TX,92.6,4.4,0.2,0.5,0.6,0,0,1.7
Roanoke TX,67.4,18.4,4.3,0,6.1,0,0,3.7
Shady Shores TX,81.9,12,0.9,0.1,3.3,0,0,1.8
The Colony TX,61.6,19.2,10.8,0.3,5.1,0,0.3,2.7
Woodson TX,78,21.1,0,0,0,0,0,0.9
Gorman TX,64.6,35.4,0,0,0,0,0,0
Hallsville TX,90.4,5.3,1.3,1.5,0.8,0,0,0.7
Jewett TX,56.6,38.3,4.5,0,0.6,0,0,0
Commerce TX,53,10.4,23.6,3.3,6.9,0,0,2.8
Neylandville TX,7.1,0,85.7,0,0,0,0,7.1
Muleshoe TX,30.3,66.4,2,0,1,0.3,0,0
Lamesa TX,37.5,59.3,1.8,0.2,1.2,0,0,0.1
Frankston TX,75,2.9,18.2,0.8,0.7,0,0,2.4
Haskell TX,56.7,36.6,2.7,1,1.3,0,0,1.7
Rochester TX,51,24.8,17.1,0,0,0,1.7,5.4
Midland TX,46.4,42.8,7,0.3,2,0.1,0.1,1.2
Iraan TX,32.9,63.1,0.8,1.4,1.8,0,0,0
Emory TX,89.9,6.7,1.7,0.4,0,0,0,1.2
Rotan TX,51.9,41.2,5.2,0,1.1,0,0,0.7
Hale Center TX,23.7,73.7,2.1,0,0.3,0,0,0.3
Floydada TX,25.3,70.3,4.1,0,0,0,0,0.2
Gordon TX,88.3,4.3,0,0,0,2.9,1,3.5
Midlothian TX,76.8,14.1,4.7,0.4,0.7,0,0.1,3.2
West Orange TX,63.4,21.8,14,0,0,0,0,0.7
Strawn TX,60.1,37.5,0,0,0,0,0,2.4
Bayside TX,63.2,20,4.6,0.7,0,0,0,11.6
Hempstead TX,16.7,26.5,54.7,0,0,0,0.3,1.8
Monahans TX,37.3,54.9,6.4,0.4,0.4,0,0.1,0.5
Briaroaks TX,91,8.4,0.4,0,0,0,0,0.2
Cross Timber TX,86.2,13.8,0,0,0,0,0,0
Avery TX,96.5,2.1,0,0,0,0,0,1.4
Eagle Pass TX,3.3,95.3,0.2,0.2,0.8,0,0.2,0
Powell TX,80.3,6.6,9.8,0,0,0,0,3.3
Annona TX,19.3,34.2,41.3,0,0.2,0,0,5
Pyote TX,71,19.6,0,8.7,0,0,0,0.7
Asherton TX,15.4,84.3,0.3,0,0,0,0,0
Van TX,86.7,9.6,0.7,0,0,0,0,3
Winfield TX,31.6,64.9,3.5,0,0,0,0,0
Lockney TX,27.9,65.8,1.6,0.6,0.7,0,0,3.5
Mesquite TX,31.5,38.9,24.7,0.3,2.8,0,0,1.7
Childress TX,63.1,21.6,7.9,1.1,1.4,4,0,0.7
Blossom TX,91.8,2.3,3,0.3,0.5,0,0,2
Paris TX,64.5,8.2,21,0.4,1.5,0.3,0,4
Grand Prairie TX,23.1,45.4,22.5,0.2,6.9,0,0.1,1.8
Lewisville TX,43.2,31.7,12.4,0.2,9,0.1,0.2,3.1
Falls City TX,84.2,15.8,0,0,0,0,0,0
Bear Creek TX,93.5,3.1,1.2,0,1.2,0,0,1
Grapeland TX,62.4,2.1,35.4,0,0,0,0,0
Lovelady TX,92.7,0,5.2,0,1.5,0,0,0.6
Coahoma TX,77.6,22.4,0,0,0,0,0,0
Tira TX,85.9,2.2,0.7,0,11.2,0,0,0
Anson TX,64.5,29.6,3.7,0,0,0,1.4,0.8
Penitas TX,1.3,97,0,0,1.8,0,0,0
Progreso Lakes TX,36.7,62.6,0.7,0,0,0,0,0
Mont Belvieu TX,78.1,11.8,9.1,0.4,0,0,0,0.6
Silsbee TX,54.5,11.9,32,0,0.2,0,0,1.3
Marquez TX,80.8,19.2,0,0,0,0,0,0
Meadow TX,39.3,58,0,1.2,0,0,0,1.5
Copperas Cove TX,57.1,17.1,15.3,0.6,2.3,1.5,0.1,6
Pittsburg TX,35.7,33.5,28.8,0.1,0.9,0,0,0.9
Granite Shoals TX,58.4,41.1,0,0.5,0,0,0,0
Spur TX,62.9,32.6,3.7,0.6,0.2,0,0,0
Cotulla TX,12.6,85.3,0.7,0,0,0,0,1.4
Holiday Lakes TX,37.1,59.1,2.8,0,0,0,0,1
Silverton TX,57.1,35.6,1.6,0,0,0,0,5.7
Gatesville TX,57,22.1,12.6,0.1,0.1,0,0,8.1
Bulverde TX,69.4,26.5,0.3,0,0.4,0,0,3.5
Coolidge TX,33.4,55.4,10.7,0.5,0,0,0,0
Clifton TX,73,18.2,3.8,0,0.7,0,0,4.3
La Vernia TX,74.5,22.6,0.5,0,0,0,0,2.5
Bryan TX,40.8,39.3,15.1,0,2.3,0.1,0,2.3
Luling TX,38.9,51.4,8.8,0.3,0.4,0.2,0,0
Belton TX,52.3,35.7,7.4,0.4,1.3,0.1,0.1,2.7
Temple TX,51.9,26.6,16.8,0.3,2,0.1,0,2.4
